kind,factor,side,win,thr,hold,spec,res_sharpe,res_pnl,res_trades,res_avg,res_pf,res_maxdd,f1_train_sharpe,f1_train_trades,f1_train_avg,f1_test_sharpe,f1_test_pnl,f1_test_trades,f1_test_avg,f1_test_pf,f2_train_sharpe,f2_train_trades,f2_train_avg,f2_test_sharpe,f2_test_pnl,f2_test_trades,f2_test_avg,f2_test_pf,f3_train_sharpe,f3_train_trades,f3_train_avg,f3_test_sharpe,f3_test_pnl,f3_test_trades,f3_test_avg,f3_test_pf,f4_train_sharpe,f4_train_trades,f4_train_avg,f4_test_sharpe,f4_test_pnl,f4_test_trades,f4_test_avg,f4_test_pf
combo,aroon_up_25+gap_pct,long,6048,1.25,36,combo|aroon_up_25+gap_pct|long|W6048|T1.25|H36,0.1,2778.0,52,53.42,1.093,-14590.0,0.41,8,69.5,0.83,2241.0,10,224.1,1.658,0.65,18,155.39,1.05,3536.0,17,208.0,1.515,0.81,35,180.94,0.78,1509.0,4,377.25,3.769,0.8,39,201.08,-0.45,-5064.0,13,-389.54,0.692
combo,aroon_up_25+gap_pct,long,6048,1.25,84,combo|aroon_up_25+gap_pct|long|W6048|T1.25|H84,-0.32,-12957.0,50,-259.14,0.752,-28365.0,0.54,7,127.43,-0.58,-2199.0,10,-219.9,0.716,-0.23,17,-76.88,0.29,1165.0,16,72.81,1.123,-0.01,33,-4.3,0.46,1128.0,4,282.0,3.307,0.08,37,26.65,-0.83,-13943.0,13,-1072.54,0.562
combo,aroon_up_25+gap_pct,long,6048,1.25,120,combo|aroon_up_25+gap_pct|long|W6048|T1.25|H120,0.01,660.0,47,14.04,1.017,-20928.0,0.68,7,163.71,-0.83,-3627.0,9,-403.0,0.606,-0.38,16,-155.06,0.24,951.0,14,67.93,1.107,-0.14,30,-51.0,0.37,968.0,4,242.0,2.492,-0.04,34,-16.53,0.06,1222.0,13,94.0,1.073
combo,aroon_up_25+gap_pct,long,8640,1.25,24,combo|aroon_up_25+gap_pct|long|W8640|T1.25|H24,0.19,4705.0,45,104.56,1.242,-10303.0,1.82,4,412.25,0.41,967.0,11,87.91,1.338,0.73,15,174.4,0.57,1540.0,9,171.11,1.382,0.65,24,173.17,1.67,2708.0,4,677.0,14.887,0.85,28,245.14,-0.21,-2159.0,17,-127.0,0.818
combo,aroon_up_25+gap_pct,long,8640,1.25,36,combo|aroon_up_25+gap_pct|long|W8640|T1.25|H36,0.38,10692.0,44,243.0,1.418,-12537.0,2.81,4,742.25,1.06,2957.0,11,268.82,1.869,1.41,15,395.07,0.89,2549.0,9,283.22,1.517,1.18,24,353.12,0.78,1509.0,4,377.25,3.769,1.09,28,356.57,0.06,708.0,16,44.25,1.043
combo,aroon_up_25+gap_pct,long,8640,1.25,84,combo|aroon_up_25+gap_pct|long|W8640|T1.25|H84,-0.09,-3664.0,44,-83.27,0.924,-29122.0,2.55,4,818.5,-0.4,-1510.0,11,-137.27,0.805,0.31,15,117.6,0.37,1229.0,9,136.56,1.163,0.33,24,124.71,0.46,1128.0,4,282.0,3.307,0.36,28,147.18,-0.44,-7785.0,16,-486.56,0.755
combo,aroon_up_25+gap_pct,long,8640,1.25,120,combo|aroon_up_25+gap_pct|long|W8640|T1.25|H120,0.25,11395.0,43,265.0,1.334,-19566.0,2.42,4,781.0,-0.66,-2922.0,10,-292.2,0.683,0.03,14,14.43,0.54,1844.0,9,204.89,1.26,0.21,23,88.96,0.37,968.0,4,242.0,2.492,0.24,27,111.63,0.42,8381.0,16,523.81,1.503
combo,close_vs_ema200+plus_di_14,long,4032,1.25,24,combo|close_vs_ema200+plus_di_14|long|W4032|T1.25|H24,1.19,62066.0,700,88.67,1.271,-15567.0,1.93,126,73.4,-0.73,-5224.0,133,-39.28,0.876,0.33,259,15.54,0.34,2133.0,146,14.61,1.059,0.34,405,15.2,2.48,26402.0,153,172.56,1.555,1.08,558,58.35,1.65,29506.0,142,207.79,1.375
combo,close_vs_ema200+plus_di_14,long,4032,1.25,36,combo|close_vs_ema200+plus_di_14|long|W4032|T1.25|H36,0.89,52914.0,605,87.46,1.205,-18820.0,0.6,114,27.97,-1.13,-8831.0,114,-77.46,0.813,-0.42,228,-24.75,0.3,2052.0,122,16.82,1.058,-0.18,350,-10.26,1.77,20501.0,126,162.71,1.347,0.51,476,35.53,1.71,36003.0,129,279.09,1.42
combo,close_vs_ema200+plus_di_14,long,4032,1.25,84,combo|close_vs_ema200+plus_di_14|long|W4032|T1.25|H84,1.62,113641.0,437,260.05,1.503,-24338.0,0.31,82,22.83,-1.21,-11228.0,85,-132.09,0.788,-0.6,167,-56.02,1.3,10635.0,86,123.66,1.373,0.05,253,5.06,2.7,36930.0,93,397.1,1.729,0.99,346,110.43,3.04,75432.0,91,828.92,2.224
combo,close_vs_ema200+plus_di_14,long,4032,1.25,120,combo|close_vs_ema200+plus_di_14|long|W4032|T1.25|H120,2.1,151882.0,391,388.45,1.763,-23062.0,0.53,72,45.83,-1.25,-12010.0,78,-153.97,0.77,-0.54,150,-58.07,1.89,16409.0,79,207.71,1.565,0.31,229,33.62,3.89,56250.0,87,646.55,2.25,1.57,316,202.37,3.49,87933.0,75,1172.44,3.044
combo,close_vs_ema200+plus_di_14,long,4032,1.5,24,combo|close_vs_ema200+plus_di_14|long|W4032|T1.5|H24,0.37,16950.0,450,37.67,1.095,-26368.0,1.51,83,77.94,-2.46,-15982.0,94,-170.02,0.584,-0.87,177,-53.75,-0.45,-2397.0,86,-27.87,0.903,-0.73,263,-45.29,2.72,23107.0,88,262.58,1.92,0.44,351,31.9,0.36,5753.0,99,58.11,1.082
combo,close_vs_ema200+plus_di_14,long,4032,1.5,36,combo|close_vs_ema200+plus_di_14|long|W4032|T1.5|H36,0.57,29953.0,400,74.88,1.157,-30122.0,1.22,75,73.85,-2.66,-19497.0,84,-232.11,0.574,-1.15,159,-87.79,0.26,1530.0,77,19.87,1.065,-0.69,236,-52.66,2.83,26314.0,75,350.85,1.892,0.5,311,44.65,0.86,16067.0,89,180.53,1.224
combo,close_vs_ema200+plus_di_14,long,4032,1.5,84,combo|close_vs_ema200+plus_di_14|long|W4032|T1.5|H84,1.11,70461.0,317,222.27,1.412,-19445.0,1.16,60,99.78,-1.09,-9193.0,65,-141.43,0.77,-0.23,125,-25.65,0.6,4269.0,60,71.15,1.204,0.05,185,5.75,2.59,29833.0,62,481.18,1.984,0.92,247,125.09,1.72,39565.0,70,565.21,1.638
combo,close_vs_ema200+plus_di_14,long,4032,1.5,120,combo|close_vs_ema200+plus_di_14|long|W4032|T1.5|H120,1.09,71612.0,297,241.12,1.4,-23401.0,1.11,55,109.47,-1.71,-15358.0,61,-251.77,0.66,-0.63,116,-80.49,1.36,10317.0,57,181.0,1.527,0.04,173,5.66,3.22,39013.0,60,650.22,2.283,1.13,233,171.64,1.35,31619.0,64,494.05,1.496
combo,close_vs_ema200+plus_di_14,long,4032,1.75,24,combo|close_vs_ema200+plus_di_14|long|W4032|T1.75|H24,-0.08,-3006.0,281,-10.7,0.976,-27380.0,1.33,57,90.33,-1.98,-10541.0,60,-175.68,0.539,-0.58,117,-46.09,-1.72,-7718.0,47,-164.21,0.594,-0.95,164,-79.94,1.7,11888.0,52,228.62,1.656,-0.06,216,-5.66,-0.14,-1784.0,65,-27.45,0.963
combo,close_vs_ema200+plus_di_14,long,4032,1.75,36,combo|close_vs_ema200+plus_di_14|long|W4032|T1.75|H36,0.43,17541.0,254,69.06,1.146,-26973.0,0.45,53,35.3,-0.99,-5758.0,53,-108.64,0.738,-0.39,106,-36.67,-0.95,-4808.0,44,-109.27,0.724,-0.58,150,-57.97,1.79,13925.0,49,284.18,1.634,0.22,199,26.28,0.87,12311.0,55,223.84,1.306
combo,close_vs_ema200+plus_di_14,long,4032,1.75,84,combo|close_vs_ema200+plus_di_14|long|W4032|T1.75|H84,0.81,42230.0,217,194.61,1.364,-15382.0,0.42,46,42.5,0.05,319.0,43,7.42,1.014,0.2,89,25.55,-0.21,-1295.0,38,-34.08,0.911,0.06,127,7.71,1.39,13839.0,43,321.84,1.564,0.52,170,87.16,1.49,27412.0,47,583.23,1.734
combo,close_vs_ema200+plus_di_14,long,4032,1.75,120,combo|close_vs_ema200+plus_di_14|long|W4032|T1.75|H120,1.09,59965.0,208,288.29,1.518,-17602.0,0.24,44,26.73,-0.16,-1122.0,41,-27.37,0.952,0.0,85,0.64,0.36,2368.0,38,62.32,1.158,0.13,123,19.69,2.73,28776.0,41,701.85,2.249,1.04,164,190.23,1.46,28767.0,44,653.8,1.806
combo,close_vs_ema200+plus_di_14,long,4032,2.0,24,combo|close_vs_ema200+plus_di_14|long|W4032|T2|H24,-0.34,-10170.0,195,-52.15,0.886,-18194.0,0.23,44,18.57,-0.96,-4039.0,40,-100.98,0.679,-0.42,84,-38.36,-2.21,-8842.0,31,-285.23,0.396,-1.03,115,-104.9,0.54,3179.0,38,83.66,1.189,-0.5,153,-58.07,-0.13,-1285.0,42,-30.6,0.957
combo,close_vs_ema200+plus_di_14,long,4032,2.0,36,combo|close_vs_ema200+plus_di_14|long|W4032|T2|H36,0.05,1638.0,186,8.81,1.018,-18361.0,0.21,42,18.98,-0.27,-1243.0,38,-32.71,0.892,-0.05,80,-5.58,-1.45,-6400.0,31,-206.45,0.506,-0.54,111,-61.68,0.46,2959.0,36,82.19,1.147,-0.2,147,-26.44,0.49,5525.0,39,141.67,1.183
combo,close_vs_ema200+plus_di_14,long,4032,2.0,84,combo|close_vs_ema200+plus_di_14|long|W4032|T2|H84,0.5,21211.0,163,130.13,1.236,-19329.0,-0.48,38,-54.26,0.66,3569.0,31,115.13,1.296,0.16,69,21.84,-1.21,-6441.0,28,-230.04,0.542,-0.33,97,-50.87,0.57,5025.0,33,152.27,1.218,0.0,130,0.7,1.47,21120.0,33,640.0,1.908
combo,close_vs_ema200+plus_di_14,long,4032,2.0,120,combo|close_vs_ema200+plus_di_14|long|W4032|T2|H120,0.66,30958.0,160,193.49,1.329,-15432.0,-0.43,37,-51.78,0.09,513.0,31,16.55,1.037,-0.14,68,-20.63,-0.83,-4758.0,28,-169.93,0.652,-0.39,96,-64.18,1.46,14135.0,33,428.33,1.596,0.3,129,61.81,1.41,22984.0,31,741.42,1.94
combo,close_vs_ema200+plus_di_14,long,6048,1.25,24,combo|close_vs_ema200+plus_di_14|long|W6048|T1.25|H24,0.78,41501.0,682,60.85,1.171,-18095.0,0.84,123,33.02,-0.74,-5149.0,131,-39.31,0.882,-0.09,254,-4.28,0.09,544.0,135,4.03,1.016,-0.03,389,-1.4,2.88,29536.0,146,202.3,1.706,0.99,535,54.19,0.66,12509.0,147,85.1,1.134
combo,close_vs_ema200+plus_di_14,long,6048,1.25,36,combo|close_vs_ema200+plus_di_14|long|W6048|T1.25|H36,0.87,53262.0,579,91.99,1.213,-18593.0,0.47,107,23.38,-0.8,-6032.0,109,-55.34,0.86,-0.27,216,-16.34,0.71,4838.0,113,42.81,1.148,0.07,329,3.98,2.64,29667.0,120,247.22,1.626,0.97,449,68.99,1.0,22287.0,130,171.44,1.232
combo,close_vs_ema200+plus_di_14,long,6048,1.25,84,combo|close_vs_ema200+plus_di_14|long|W6048|T1.25|H84,1.35,96744.0,426,227.1,1.402,-30399.0,0.54,79,40.72,-1.28,-11668.0,81,-144.05,0.784,-0.55,160,-52.82,1.99,15834.0,80,197.93,1.705,0.32,240,30.76,3.13,41446.0,90,460.51,1.795,1.29,330,147.97,1.85,47915.0,96,499.11,1.574
combo,close_vs_ema200+plus_di_14,long,6048,1.25,120,combo|close_vs_ema200+plus_di_14|long|W6048|T1.25|H120,1.58,120391.0,385,312.7,1.541,-24947.0,0.66,69,59.39,-1.44,-13870.0,76,-182.5,0.742,-0.61,145,-67.39,2.54,21540.0,73,295.07,1.905,0.48,218,53.98,3.12,44135.0,85,519.24,1.89,1.4,303,184.5,2.34,64488.0,82,786.44,1.96
combo,close_vs_ema200+plus_di_14,long,6048,1.5,24,combo|close_vs_ema200+plus_di_14|long|W6048|T1.5|H24,0.33,15118.0,439,34.44,1.086,-22821.0,1.65,84,86.57,-1.97,-12177.0,90,-135.3,0.644,-0.46,174,-28.19,-0.25,-1281.0,85,-15.07,0.946,-0.39,259,-23.88,2.68,23204.0,83,279.57,1.959,0.67,342,49.76,-0.12,-1900.0,97,-19.59,0.974
combo,close_vs_ema200+plus_di_14,long,6048,1.5,36,combo|close_vs_ema200+plus_di_14|long|W6048|T1.5|H36,0.51,26340.0,389,67.71,1.14,-28184.0,1.32,77,79.6,-2.05,-14173.0,79,-179.41,0.648,-0.68,156,-51.56,-0.23,-1332.0,74,-18.0,0.943,-0.54,230,-40.77,2.12,20100.0,71,283.1,1.64,0.39,301,35.63,0.85,15616.0,88,177.45,1.217
combo,close_vs_ema200+plus_di_14,long,6048,1.5,84,combo|close_vs_ema200+plus_di_14|long|W6048|T1.5|H84,1.41,88344.0,306,288.71,1.544,-17400.0,1.52,58,139.59,-0.41,-3256.0,62,-52.52,0.905,0.36,120,40.33,0.97,6686.0,58,115.28,1.379,0.57,178,64.75,2.0,23502.0,60,391.7,1.7,1.06,238,147.18,2.35,53316.0,68,784.06,1.922
combo,close_vs_ema200+plus_di_14,long,6048,1.5,120,combo|close_vs_ema200+plus_di_14|long|W6048|T1.5|H120,1.44,92735.0,283,327.69,1.57,-18090.0,1.27,52,134.37,-1.13,-9605.0,59,-162.8,0.76,-0.18,111,-23.59,1.66,12075.0,54,223.61,1.714,0.44,165,57.32,2.7,33291.0,57,584.05,1.956,1.22,222,192.56,2.19,49987.0,61,819.46,1.976
combo,close_vs_ema200+plus_di_14,long,6048,1.75,24,combo|close_vs_ema200+plus_di_14|long|W6048|T1.75|H24,-0.17,-6788.0,277,-24.51,0.948,-21564.0,0.29,57,20.09,-1.62,-8413.0,54,-155.8,0.605,-0.79,111,-65.48,-1.09,-4954.0,51,-97.14,0.728,-0.89,162,-75.44,1.44,9630.0,49,196.53,1.512,-0.12,211,-12.28,-0.28,-4196.0,66,-63.58,0.922
combo,close_vs_ema200+plus_di_14,long,6048,1.75,36,combo|close_vs_ema200+plus_di_14|long|W6048|T1.75|H36,0.15,7017.0,257,27.3,1.053,-25732.0,0.23,53,18.32,-1.2,-6805.0,50,-136.1,0.704,-0.58,103,-56.64,-0.77,-3866.0,47,-82.26,0.778,-0.64,150,-64.67,1.21,9030.0,48,188.12,1.365,-0.03,198,-3.38,0.45,7687.0,59,130.29,1.156
combo,close_vs_ema200+plus_di_14,long,6048,1.75,84,combo|close_vs_ema200+plus_di_14|long|W6048|T1.75|H84,0.83,46160.0,216,213.7,1.376,-22201.0,0.35,46,36.57,-0.86,-5914.0,43,-137.53,0.779,-0.36,89,-47.55,-0.45,-2692.0,38,-70.84,0.835,-0.39,127,-54.52,1.22,11828.0,41,288.49,1.447,0.17,168,29.19,2.01,41256.0,48,859.5,2.157
combo,close_vs_ema200+plus_di_14,long,6048,1.75,120,combo|close_vs_ema200+plus_di_14|long|W6048|T1.75|H120,1.0,57883.0,208,278.28,1.475,-18507.0,0.32,44,37.05,-1.16,-8239.0,42,-196.17,0.714,-0.54,86,-76.85,0.34,2196.0,38,57.79,1.142,-0.24,124,-35.59,2.28,23577.0,40,589.42,1.979,0.64,164,116.85,1.83,38719.0,44,879.98,2.136
combo,close_vs_ema200+plus_di_14,long,6048,2.0,24,combo|close_vs_ema200+plus_di_14|long|W6048|T2|H24,-0.5,-13992.0,184,-76.04,0.834,-23356.0,0.33,43,26.65,-1.48,-5958.0,38,-156.79,0.531,-0.64,81,-59.41,-1.77,-6979.0,29,-240.66,0.462,-1.03,110,-107.19,0.66,3814.0,36,105.94,1.252,-0.46,146,-54.64,-0.66,-6015.0,38,-158.29,0.797
combo,close_vs_ema200+plus_di_14,long,6048,2.0,36,combo|close_vs_ema200+plus_di_14|long|W6048|T2|H36,0.18,5736.0,174,32.97,1.072,-19318.0,0.9,41,81.49,-0.85,-3789.0,37,-102.41,0.691,-0.05,78,-5.74,-0.93,-4039.0,27,-149.59,0.66,-0.36,105,-42.73,0.69,4344.0,35,124.11,1.233,-0.01,140,-1.02,0.57,5879.0,34,172.91,1.246
combo,close_vs_ema200+plus_di_14,long,6048,2.0,84,combo|close_vs_ema200+plus_di_14|long|W6048|T2|H84,0.58,23480.0,153,153.46,1.283,-17593.0,0.01,37,1.65,0.46,2415.0,31,77.9,1.2,0.26,68,36.41,-0.8,-4338.0,26,-166.85,0.67,-0.12,94,-19.81,1.06,9263.0,31,298.81,1.453,0.3,125,59.21,1.2,16079.0,28,574.25,1.749
combo,close_vs_ema200+plus_di_14,long,6048,2.0,120,combo|close_vs_ema200+plus_di_14|long|W6048|T2|H120,0.74,33261.0,151,220.27,1.374,-14854.0,0.02,36,2.75,-0.22,-1217.0,31,-39.26,0.914,-0.11,67,-16.69,-0.51,-2956.0,26,-113.69,0.781,-0.26,93,-43.81,2.04,18651.0,30,621.7,1.974,0.56,123,118.51,1.2,18684.0,28,667.29,1.741
combo,close_vs_ema200+plus_di_14,long,8640,1.25,24,combo|close_vs_ema200+plus_di_14|long|W8640|T1.25|H24,0.95,51600.0,655,78.78,1.218,-15942.0,1.25,108,54.07,-1.08,-7433.0,126,-58.99,0.822,-0.14,234,-6.81,0.63,3877.0,129,30.05,1.121,0.13,363,6.29,2.86,29745.0,135,220.33,1.703,1.09,498,64.32,1.01,19571.0,157,124.66,1.208
combo,close_vs_ema200+plus_di_14,long,8640,1.25,36,combo|close_vs_ema200+plus_di_14|long|W8640|T1.25|H36,0.73,45338.0,561,80.82,1.174,-24574.0,0.79,96,41.79,-1.19,-9032.0,110,-82.11,0.804,-0.39,206,-24.37,0.43,2926.0,107,27.35,1.091,-0.11,313,-6.69,2.51,28291.0,111,254.87,1.577,0.82,424,61.79,0.84,19141.0,137,139.72,1.182
combo,close_vs_ema200+plus_di_14,long,8640,1.25,84,combo|close_vs_ema200+plus_di_14|long|W8640|T1.25|H84,1.34,95441.0,410,232.78,1.407,-30480.0,1.15,67,98.18,-1.63,-14907.0,81,-184.04,0.731,-0.55,148,-56.28,1.3,10528.0,79,133.27,1.395,0.09,227,9.69,2.7,35624.0,84,424.1,1.68,1.01,311,121.62,2.23,57618.0,99,582.0,1.756
combo,close_vs_ema200+plus_di_14,long,8640,1.25,120,combo|close_vs_ema200+plus_di_14|long|W8640|T1.25|H120,1.66,126274.0,368,343.14,1.569,-27616.0,1.08,61,105.67,-1.73,-16771.0,74,-226.64,0.701,-0.64,135,-76.48,2.15,18146.0,70,259.23,1.715,0.32,205,38.15,3.21,45266.0,78,580.33,1.903,1.33,283,187.59,2.64,73187.0,85,861.02,2.106
combo,close_vs_ema200+plus_di_14,long,8640,1.5,24,combo|close_vs_ema200+plus_di_14|long|W8640|T1.5|H24,0.53,24696.0,427,57.84,1.143,-22219.0,2.04,77,113.99,-1.71,-10450.0,87,-120.11,0.668,-0.16,164,-10.2,-0.4,-2102.0,83,-25.33,0.916,-0.24,247,-15.28,3.0,26197.0,80,327.46,2.028,0.89,327,68.57,0.14,2274.0,100,22.74,1.031
combo,close_vs_ema200+plus_di_14,long,8640,1.5,36,combo|close_vs_ema200+plus_di_14|long|W8640|T1.5|H36,0.68,36544.0,379,96.42,1.199,-31426.0,2.63,68,174.75,-1.92,-13257.0,78,-169.96,0.66,-0.12,146,-9.41,-0.64,-3757.0,73,-51.47,0.85,-0.29,219,-23.43,1.93,18449.0,69,267.38,1.552,0.48,288,46.24,1.19,23226.0,91,255.23,1.327
combo,close_vs_ema200+plus_di_14,long,8640,1.5,84,combo|close_vs_ema200+plus_di_14|long|W8640|T1.5|H84,1.55,98321.0,292,336.72,1.614,-19173.0,1.73,54,167.63,-1.07,-8501.0,61,-139.36,0.78,0.04,115,4.79,1.08,7398.0,54,137.0,1.436,0.39,169,47.04,2.54,29542.0,56,527.54,1.804,1.14,225,166.63,2.63,60830.0,67,907.91,2.19
combo,close_vs_ema200+plus_di_14,long,8640,1.5,120,combo|close_vs_ema200+plus_di_14|long|W8640|T1.5|H120,1.51,99859.0,271,368.48,1.603,-24217.0,1.7,48,190.75,-2.07,-17524.0,59,-297.02,0.614,-0.59,107,-78.21,1.43,10346.0,51,202.86,1.578,0.09,158,12.52,2.57,31715.0,54,587.31,1.854,0.97,212,158.93,2.76,66166.0,59,1121.46,2.381
combo,close_vs_ema200+plus_di_14,long,8640,1.75,24,combo|close_vs_ema200+plus_di_14|long|W8640|T1.75|H24,-0.13,-5551.0,285,-19.48,0.958,-33444.0,1.62,56,114.18,-3.46,-19135.0,62,-308.63,0.364,-1.33,118,-107.97,-1.18,-5273.0,49,-107.61,0.724,-1.28,167,-107.87,1.57,11640.0,50,232.8,1.618,-0.29,217,-29.37,0.05,823.0,68,12.1,1.016
combo,close_vs_ema200+plus_di_14,long,8640,1.75,36,combo|close_vs_ema200+plus_di_14|long|W8640|T1.75|H36,0.07,3061.0,256,11.96,1.023,-35014.0,1.5,50,125.14,-2.83,-17354.0,58,-299.21,0.436,-1.06,108,-102.75,-0.88,-4285.0,41,-104.51,0.729,-1.01,149,-103.23,1.02,8446.0,48,175.96,1.319,-0.29,197,-35.21,0.59,9997.0,59,169.44,1.21
combo,close_vs_ema200+plus_di_14,long,8640,1.75,84,combo|close_vs_ema200+plus_di_14|long|W8640|T1.75|H84,0.99,56239.0,219,256.8,1.482,-21985.0,1.12,44,122.02,-0.84,-5855.0,49,-119.49,0.792,-0.04,93,-5.23,-0.58,-3440.0,37,-92.97,0.773,-0.22,130,-30.2,0.85,8913.0,41,217.39,1.314,0.17,171,29.16,2.44,51252.0,48,1067.75,2.66
combo,close_vs_ema200+plus_di_14,long,8640,1.75,120,combo|close_vs_ema200+plus_di_14|long|W8640|T1.75|H120,1.04,61112.0,209,292.4,1.516,-25534.0,1.28,40,160.4,-1.95,-14813.0,49,-302.31,0.572,-0.66,89,-94.35,0.08,525.0,37,14.19,1.035,-0.41,126,-62.48,2.09,22713.0,40,567.83,1.894,0.48,166,89.4,2.18,46271.0,43,1076.07,2.622
combo,close_vs_ema200+plus_di_14,long,8640,2.0,24,combo|close_vs_ema200+plus_di_14|long|W8640|T2|H24,-0.98,-32820.0,191,-171.83,0.682,-37639.0,-0.08,42,-6.88,-1.85,-7516.0,36,-208.78,0.453,-1.04,78,-100.06,-2.48,-9613.0,29,-331.48,0.36,-1.53,107,-162.79,0.28,1673.0,37,45.22,1.092,-0.88,144,-109.34,-1.41,-17075.0,47,-363.3,0.588
combo,close_vs_ema200+plus_di_14,long,8640,2.0,36,combo|close_vs_ema200+plus_di_14|long|W8640|T2|H36,-0.15,-5581.0,181,-30.83,0.939,-23248.0,0.42,41,37.34,-0.65,-2892.0,34,-85.06,0.749,-0.17,75,-18.15,-1.18,-5017.0,27,-185.81,0.574,-0.51,102,-62.53,0.54,3650.0,36,101.39,1.174,-0.14,138,-19.77,-0.21,-2853.0,43,-66.35,0.913
combo,close_vs_ema200+plus_di_14,long,8640,2.0,84,combo|close_vs_ema200+plus_di_14|long|W8640|T2|H84,0.58,27573.0,160,172.33,1.31,-19212.0,0.44,36,51.81,-0.04,-233.0,30,-7.77,0.98,0.17,66,24.73,-1.24,-6622.0,26,-254.69,0.53,-0.34,92,-54.24,0.9,8175.0,31,263.71,1.369,0.13,123,25.89,1.4,24388.0,37,659.14,1.923
combo,close_vs_ema200+plus_di_14,long,8640,2.0,120,combo|close_vs_ema200+plus_di_14|long|W8640|T2|H120,0.78,39598.0,155,255.47,1.43,-20983.0,0.34,35,43.14,-0.88,-4857.0,29,-167.48,0.652,-0.33,64,-52.3,-0.69,-3949.0,26,-151.88,0.71,-0.46,90,-81.07,2.04,19537.0,30,651.23,1.981,0.46,120,102.01,1.47,27357.0,35,781.63,1.957
combo,close_vs_ema200+gap_pct,long,4032,1.25,24,combo|close_vs_ema200+gap_pct|long|W4032|T1.25|H24,0.29,4820.0,47,102.55,1.249,-9570.0,1.95,3,380.33,-0.77,-1927.0,10,-192.7,0.612,-0.22,13,-60.46,-0.26,-714.0,11,-64.91,0.884,-0.23,24,-62.5,1.97,4033.0,8,504.12,3.753,0.3,32,79.16,0.37,2287.0,15,152.47,1.352
combo,close_vs_ema200+gap_pct,long,4032,1.25,36,combo|close_vs_ema200+gap_pct|long|W4032|T1.25|H36,0.38,7471.0,46,162.41,1.391,-9570.0,2.05,3,444.0,0.37,1075.0,9,119.44,1.236,0.58,12,200.58,0.11,334.0,11,30.36,1.054,0.38,23,119.17,1.36,3259.0,8,407.37,4.315,0.63,31,193.55,0.2,1471.0,15,98.07,1.208
combo,close_vs_ema200+gap_pct,long,4032,1.25,84,combo|close_vs_ema200+gap_pct|long|W4032|T1.25|H84,0.52,12719.0,45,282.64,1.497,-10174.0,1.74,3,419.67,-0.26,-889.0,9,-98.78,0.845,0.08,12,30.83,-0.32,-1092.0,11,-99.27,0.842,-0.09,23,-31.39,1.13,3622.0,8,452.75,2.642,0.25,31,93.55,1.06,9819.0,14,701.36,1.948
combo,close_vs_ema200+gap_pct,long,4032,1.25,120,combo|close_vs_ema200+gap_pct|long|W4032|T1.25|H120,0.75,20751.0,44,471.61,1.799,-9570.0,1.74,3,419.67,0.09,318.0,9,35.33,1.064,0.32,12,131.42,0.06,223.0,11,20.27,1.033,0.21,23,78.26,1.41,4990.0,8,623.75,3.69,0.56,31,219.03,1.3,13961.0,13,1073.92,2.172
combo,close_vs_ema200+gap_pct,long,4032,1.5,24,combo|close_vs_ema200+gap_pct|long|W4032|T1.5|H24,0.33,2224.0,17,130.82,1.314,-6710.0,1.95,3,380.33,1.21,1412.0,5,282.4,3.736,1.4,8,319.12,-1.38,-2823.0,4,-705.75,0.465,-0.06,12,-22.5,1.5,2265.0,3,755.0,4.181,0.35,15,133.0,0.27,229.0,2,114.5,1.656
combo,close_vs_ema200+gap_pct,long,4032,1.5,36,combo|close_vs_ema200+gap_pct|long|W4032|T1.5|H36,0.39,2984.0,17,175.53,1.392,-7090.0,2.05,3,444.0,2.45,3247.0,5,649.4,6.747,2.21,8,572.37,-1.38,-2953.0,4,-738.25,0.445,0.36,12,135.5,0.58,1089.0,3,363.0,2.565,0.42,15,181.0,0.21,269.0,2,134.5,1.39
combo,close_vs_ema200+gap_pct,long,4032,1.5,84,combo|close_vs_ema200+gap_pct|long|W4032|T1.5|H84,0.55,5071.0,16,316.94,1.811,-6191.0,1.74,3,419.67,1.0,1738.0,5,347.6,2.511,1.13,8,374.62,-0.67,-1592.0,4,-398.0,0.644,0.27,12,117.08,1.16,2884.0,3,961.33,11.119,0.55,15,285.93,0.59,782.0,1,782.0,inf
combo,close_vs_ema200+gap_pct,long,4032,1.5,120,combo|close_vs_ema200+gap_pct|long|W4032|T1.5|H120,0.85,8249.0,16,515.56,2.501,-6184.0,1.74,3,419.67,1.56,2797.0,5,559.4,5.95,1.49,8,507.0,-0.6,-1477.0,4,-369.25,0.643,0.48,12,214.92,1.03,2724.0,3,908.0,7.121,0.65,15,353.53,2.04,2946.0,1,2946.0,inf
combo,close_vs_ema200+gap_pct,long,4032,1.75,24,combo|close_vs_ema200+gap_pct|long|W4032|T1.75|H24,1.56,6760.0,6,1126.67,inf,-1073.0,3.06,2,682.5,1.05,1088.0,2,544.0,inf,1.55,4,613.25,1.86,2155.0,1,2155.0,inf,1.65,5,921.6,2.02,2152.0,1,2152.0,inf,1.75,6,1126.67,0.0,0.0,0,,
combo,close_vs_ema200+gap_pct,long,4032,1.75,36,combo|close_vs_ema200+gap_pct|long|W4032|T1.75|H36,1.52,7562.0,6,1260.33,inf,-1873.0,3.35,2,839.0,2.77,3287.0,2,1643.5,inf,2.74,4,1241.25,1.8,2153.0,1,2153.0,inf,2.35,5,1423.6,0.33,444.0,1,444.0,inf,1.71,6,1260.33,0.0,0.0,0,,
