entry_i,entry_time,side,oz,entry_px,entry_reason,entry_cost,entry_atr,best_px,exit_i,exit_time,exit_px,gross_pnl,costs,net_pnl,bars_held,exit_reason
94868,1737034500,1,1.0,2713.58,signal,0.08,,2713.58,94951,1737059400,2715.66,2.0799999999999272,0.16,1.919999999999927,83,signal
95870,1737532800,-1,1.0,2748.72,signal,0.08,,2748.72,95953,1737557700,2755.53,-6.8100000000004,0.16,-6.9700000000004,83,signal
95955,1737558300,-1,1.0,2752.7,signal,0.08,,2752.7,96023,1737578700,2755.95,-3.25,0.16,-3.41,68,signal
96151,1737621000,-1,1.0,2754.15,signal,0.08,,2754.15,96234,1737645900,2744.83,9.320000000000164,0.16,9.160000000000164,83,signal
96424,1737706800,-1,1.0,2770.9,signal,0.08,,2770.9,96507,1737731700,2783.4,-12.5,0.16,-12.66,83,signal
96682,1737961200,-1,1.0,2754.71,signal,0.08,,2754.71,96765,1737986100,2756.96,-2.25,0.16,-2.41,83,signal
96766,1737986400,-1,1.0,2757.27,signal,0.08,,2757.27,96847,1738010700,2741.59,15.679999999999836,0.16,15.519999999999836,81,signal
97580,1738242300,1,1.0,2782.23,signal,0.08,,2782.23,97663,1738267200,2793.4,11.170000000000073,0.16,11.010000000000073,83,signal
97785,1738307700,-1,1.0,2796.05,signal,0.08,,2796.05,97868,1738332600,2805.22,-9.169999999999618,0.16,-9.329999999999618,83,signal
97881,1738336500,1,1.0,2815.35,signal,0.08,,2815.35,97945,1738355700,2796.63,-18.7199999999998,0.16,-18.879999999999797,64,signal
98129,1738587900,1,1.0,2809.87,signal,0.08,,2809.87,98212,1738612800,2818.31,8.440000000000055,0.16,8.280000000000054,83,signal
98408,1738675500,1,1.0,2832.27,signal,0.08,,2832.27,98491,1738700400,2841.75,9.480000000000018,0.16,9.320000000000018,83,signal
98673,1738758900,-1,1.0,2869.91,signal,0.08,,2869.91,98756,1738783800,2866.97,2.9400000000000546,0.16,2.7800000000000544,83,signal
98900,1738830900,-1,1.0,2852.69,signal,0.08,,2852.69,98983,1738855800,2844.77,7.920000000000073,0.16,7.760000000000073,83,signal
98985,1738856400,-1,1.0,2849.04,signal,0.08,,2849.04,99039,1738872600,2856.9,-7.860000000000127,0.16,-8.020000000000127,54,signal
99039,1738872600,1,1.0,2856.9,signal,0.08,,2856.9,99046,1738874700,2855.65,-1.25,0.16,-1.4100000000000001,7,signal
99073,1738886700,1,1.0,2859.33,signal,0.08,,2859.33,99122,1738901400,2868.13,8.800000000000182,0.16,8.640000000000182,49,signal
99156,1738911600,-1,1.0,2860.7,signal,0.08,,2860.7,99239,1738936500,2862.05,-1.3500000000003638,0.16,-1.510000000000364,83,signal
